ENTREZID,SYMBOL,GENENAME,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF
19262,Ptpra,"protein tyrosine phosphatase, receptor type, A",5.856971655,5.696633368,5.918814174,5.894112075,6.271631527,6.268930743,5.459564888,5.423533651,5.708799876,5.547880878,6.16346922,6.21475919
321014,4930473A02Rik,RIKEN cDNA 4930473A02 gene,-0.289312648,-0.679459126,-1.006218203,-2.139811428,-0.52446043,-0.688278806,-2.342510803,-2.188342378,-0.726754641,-1.642703594,-1.008765942,-1.552689628
99045,Mrps26,mitochondrial ribosomal protein S26,3.475770621,3.545273434,3.708536112,3.612645248,3.279566474,3.53697327,3.92086511,3.910499526,4.68452094,4.406726115,4.632869008,4.671848065
140629,Ubox5,U box domain containing 5,1.655944387,1.927198446,1.357835368,1.000669796,1.640284332,1.47569693,3.046680519,2.940940639,2.546263853,2.706705237,2.603677295,2.695237885
380601,Fastkd5,FAST kinase domains 5,2.667851154,2.706599307,2.321043336,2.022808773,1.640284332,1.905561846,2.915734002,2.780102889,2.546263853,2.684762684,2.110973303,2.243169655
241638,Lzts3,"leucine zipper, putative tumor suppressor family member 3",4.481403955,4.20244275,4.257094474,4.089007263,4.596822409,4.77479139,2.653384799,2.862761963,3.172993885,3.070484616,3.03898719,3.190274706
77006,Ddrgk1,DDRGK domain containing 1,5.267886236,5.382709695,5.468313983,5.655195102,5.796885815,5.818341001,5.486346921,5.54948996,6.152715158,6.147206193,6.617785515,6.674525176
16434,Itpa,inosine triphosphatase (nucleoside triphosphate pyrophosphatase),2.216794432,1.898198574,2.139761103,2.2772739,1.759747999,2.178885512,2.701883317,2.315789049,2.897736224,2.457756587,2.806494178,2.608302248
269356,Slc4a11,"solute carrier family 4, sodium bicarbonate transporter-like, member 11",4.472380032,4.447323553,2.827608931,2.681527724,2.6141004,2.731759375,3.095903035,4.022609892,3.061389677,2.821763614,-0.802315064,-0.199052674
228602,4930402H24Rik,RIKEN cDNA 4930402H24 gene,4.934996976,5.231070047,4.767348406,5.045514546,5.362907607,5.388932538,4.428078014,4.438770548,3.824419546,4.961778357,4.947219203,5.01716598
100043766,Gm14057,Ppp1r14c pseudogene,0.30584562,0.253426678,0.467712986,0.182116667,-0.121104736,0.439476742,-0.592489056,-0.603379877,-0.124090138,0.885675378,-1.249774041,-0.815724034
613258,A730017L22Rik,RIKEN cDNA A730017L22 gene,0.133378424,1.096325717,0.347418752,-0.469960029,0.58743245,0.389723706,0.966241903,1.099902591,1.259824843,1.286213308,1.399318797,1.467209929
11990,Atrn,attractin,5.717863764,5.552852775,5.471914721,5.509934657,5.8347932,5.830046502,5.255372456,5.267933049,5.496353226,5.738340126,5.830922379,6.064471695
110751,Adam33,a disintegrin and metallopeptidase domain 33,0.086835838,0.004067209,-2.591180704,-1.351315533,-1.086339318,-1.74272659,-0.672659404,-0.462517341,-2.674287221,-3.758180812,-2.387277565,-1.552689628
72630,Hspa12b,heat shock protein 12B,2.080911004,2.672751536,1.816323123,1.784461246,2.113800297,2.370614883,-0.187232577,-0.107422382,-1.781202425,-2.173218311,-1.008765942,-1.552689628
67326,1700037H04Rik,RIKEN cDNA 1700037H04 gene,3.230239963,3.014239015,3.302289376,3.069641938,2.764517243,2.909980518,3.9310729,3.705542508,3.773386427,3.542553061,3.404536506,2.970872328
70997,Spef1,sperm flagellar 1,3.041794873,3.197987692,2.62691158,2.690775801,2.504336834,2.433350639,3.119898516,3.27863605,3.121984202,2.83178237,2.868223168,3.166128619
12616,Cenpb,centromere protein B,6.459022965,6.302324352,6.138628837,6.323712946,6.32183876,6.342694798,6.462206918,6.533019765,6.878930638,6.743324681,6.832375,6.940498679
12531,Cdc25b,cell division cycle 25B,3.256760839,3.197987692,2.900672393,2.42866295,2.892030666,3.138034274,2.332483899,2.410425923,2.853748212,2.278908507,3.652738114,3.530050803
69596,Ap5s1,"adaptor-related protein 5 complex, sigma 1 subunit",0.814309983,0.783941395,0.714627726,0.740606957,0.498623183,1.377012655,1.492678328,1.349622644,1.756762596,1.645541374,3.770574604,3.630532196
228607,Mavs,mitochondrial antiviral signaling protein,3.847842019,3.526445173,3.436110988,3.553041796,3.911512215,4.220391796,3.395274272,3.085632494,3.129382654,3.036235055,5.556409387,5.609421919
74450,Pank2,pantothenate kinase 2,4.220841265,4.254857214,4.034933904,4.238384887,4.604822587,4.56666231,4.320885573,4.284895041,3.842538404,3.7039806,4.536347046,4.522938076
51902,Rnf24,ring finger protein 24,5.300119369,5.162605451,5.290782951,4.984779894,4.70000811,4.597123413,5.009432272,4.96686507,3.882492512,3.935306146,2.868223168,2.82427983
228608,Smox,spermine oxidase,4.505932592,4.846951193,5.253612225,4.712505269,4.177768123,4.23102596,6.039228768,6.439612343,6.970341634,6.903300405,6.267358464,5.973483541
11550,Adra1d,"adrenergic receptor, alpha 1d",0.565489436,-0.86587225,-0.806909395,-0.741262051,-1.230729227,-2.273241306,-2.63201742,-2.188342378,-3.896679642,-3.758180812,-4.70920566,-4.72261463
19122,Prnp,prion protein,6.838873679,7.129261338,7.554185402,7.765849074,7.841156482,7.518825923,4.066880133,4.146016867,4.426750478,4.735007495,4.259461133,4.240281376
26434,Prnd,prion like protein doppel,0.78545512,0.253426678,1.987087145,1.115002471,0.671090379,0.534113616,-4.216979921,-0.844387976,-1.394179302,-0.95082589,-4.70920566,-4.72261463
215653,Rassf2,Ras association (RalGDS/AF-6) domain family member 2,1.671798338,1.727357867,3.04946593,3.403571969,3.363693603,2.818928538,-2.342510803,-1.640854582,-0.726754641,-0.58825581,-0.621742819,-2.400686535
54338,Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2",4.943184825,4.977453217,5.083600059,4.971561391,4.719788301,4.897796456,4.003801451,4.329175602,4.2479786,4.007795869,4.614974887,4.263227307
70612,Tmem230,transmembrane protein 230,4.006285338,3.649011815,3.124590668,3.34620079,3.557516872,4.01831314,3.977776934,4.016604909,3.70075221,3.788713648,3.704422269,3.740909744
18538,Pcna,proliferating cell nuclear antigen,7.953861335,7.737242456,7.248547987,6.995314834,6.800663647,6.890827575,7.288335436,7.087961011,6.787776787,6.293934345,6.918784124,6.861878167
110911,Cds2,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2,5.921384599,5.790367664,5.436725293,5.76762554,6.424095204,6.432966892,5.721129406,5.65473312,3.81067949,4.154708524,4.287973821,4.335377093
74182,Gpcpd1,glycerophosphocholine phosphodiesterase 1,4.499284216,4.848846981,4.579857059,4.7461622,4.550630486,4.626954637,5.861170887,5.869024577,5.623611637,5.521816603,5.997290358,5.842487449
73747,1110034G24Rik,RIKEN cDNA 1110034G24 gene,0.976277463,0.962647282,0.505680836,1.271121673,1.091198868,1.776002213,0.607448515,0.931396867,0.351247871,-0.133689947,-0.316888237,0.135366365
66926,Trmt6,tRNA methyltransferase 6,4.204585374,4.081890627,3.803043785,3.742831622,3.394787372,3.472713071,4.30003325,4.262234443,4.199596269,3.892870879,4.59685603,4.738864818
66634,Mcm8,minichromosome maintenance 8 homologous recombination repair factor,2.43686927,2.189036091,2.383552538,2.461452885,1.905047552,2.193458313,2.717693832,2.622970558,2.535166145,1.47703565,3.285147777,2.496553891
66586,Crls1,cardiolipin synthase 1,4.043319116,4.277554949,3.752621891,3.641548286,3.197300292,3.232790725,4.302656332,4.331596232,4.638595734,4.472239983,5.057323249,5.063654998
241639,Fermt1,fermitin family member 1,6.684308397,6.733784136,6.131057605,6.311774362,5.757955459,5.79583545,5.181763771,4.802088914,4.2479786,4.528761925,2.47070343,2.071801237
12156,Bmp2,bone morphogenetic protein 2,2.586551052,2.451072437,1.109259015,1.80163639,0.7881298,0.284754147,2.976134708,2.428630518,1.088213465,0.722945878,0.335188459,0.32177949
52837,Tmx4,thioredoxin-related transmembrane protein 4,5.256103725,5.038528794,4.759512976,4.737263514,4.712402474,4.717965575,4.552306961,4.192035432,3.41014156,3.282565531,3.262337894,2.728596482
18795,Plcb1,"phospholipase C, beta 1",4.978669331,4.908233168,6.157384887,6.487224947,7.506651557,7.368409081,4.260103716,4.425234608,2.98188223,3.367663121,4.862546984,4.802906179
18798,Plcb4,"phospholipase C, beta 4",3.592810042,3.967890274,3.339556634,3.34620079,3.400926509,2.670575858,3.355404514,3.435398451,1.936210372,1.425041012,2.806494178,2.82427983
76161,Lamp5,"lysosomal-associated membrane protein family, member 5",-4.258938999,-0.86587225,-0.90312471,-1.351315533,-3.156728646,-2.635811386,-5.801942421,-5.888782096,-5.481642143,-5.343143313,-4.70920566,-4.72261463
59030,Mkks,McKusick-Kaufman syndrome,3.338492854,3.250561345,3.526606675,3.447880866,3.928611024,4.147420742,3.206486201,2.978496644,3.759149189,3.517943593,4.54582291,4.38852104
74243,Slx4ip,SLX4 interacting protein,1.144783187,1.743752305,1.157757532,0.740606957,1.391707979,1.451651456,1.877537678,2.182680267,1.204858384,1.668083943,1.766527771,2.045569695
16449,Jag1,jagged 1,7.250341169,7.343749174,7.418336921,7.428835676,7.424283582,7.669761834,4.911444094,4.637717143,2.98188223,2.851613542,2.868223168,2.869842408
228662,Btbd3,BTB (POZ) domain containing 3,3.772647344,4.246252646,4.063853036,3.957263008,3.836492822,4.23102596,3.981055788,4.294853286,3.917101549,3.75225371,2.566918745,2.661089663
228677,Sptlc3,"serine palmitoyltransferase, long chain base subunit 3",-0.289312648,-0.86587225,-2.591180704,-2.139811428,-2.019225122,-2.635811386,3.777373516,3.701804954,1.61638994,2.219099112,1.221531678,0.769238467
319909,Ism1,"isthmin 1, angiogenesis inhibitor",6.366465446,6.795045748,6.68984776,6.708811513,5.331111388,5.45543508,0.426876269,1.188033501,0.822138605,0.148709784,0.420077357,0.406668387
75812,Tasp1,"taspase, threonine aspartase 1",3.235583284,3.080277776,3.17258495,2.989471589,2.883287033,2.751590547,3.008629213,2.729603407,2.370106898,2.074709202,2.998153472,3.237387302
66580,Esf1,ESF1 nucleolar pre-rRNA processing protein homolog,5.042557196,4.977453217,5.225447445,5.005310183,4.441696115,4.410143248,5.002995251,4.84338533,5.106135373,4.828033485,4.824124072,4.806815924
69487,Ndufaf5,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 5",2.578163266,2.024339604,2.726734329,2.797361735,2.504336834,2.953438473,2.431677255,2.171913836,2.357561645,2.091484915,3.362256703,3.501387044
72899,Macrod2,MACRO domain containing 2,1.098613005,0.685537691,1.496282138,0.667543494,0.930734195,0.999777188,1.274873176,1.42410086,1.985963407,1.31506817,2.279479027,2.477057715
71436,Flrt3,fibronectin leucine rich transmembrane protein 3,3.996876424,4.002364914,4.48325813,3.902594139,3.771641677,4.209678665,4.468352905,4.267300981,3.917101549,3.981037234,2.185612103,2.661089663
16558,Kif16b,kinesin family member 16B,5.362502414,5.322588703,5.119243103,5.141380998,5.362907607,5.407801843,5.201575491,5.270458555,5.219664319,5.335456827,5.967632947,5.93470382
20639,Snrpb2,U2 small nuclear ribonucleoprotein B,4.738240482,4.697159611,4.788678963,4.838509026,4.871177351,4.671877342,4.99652938,4.960623005,4.638595734,4.469033993,3.945430369,4.14466411
12075,Bfsp1,"beaded filament structural protein 1, in lens-CP94",-0.115981045,-0.968965743,-0.90312471,-0.389789681,0.075932111,-0.085614303,-1.554014908,-1.030801101,-2.674287221,-2.173218311,-2.387277565,-1.263183011
56431,Dstn,destrin,10.26863982,10.28429084,11.44681421,11.64116632,11.96106865,11.75751203,8.984276147,8.980667162,9.353766828,9.651961332,8.325077471,8.320241708
81910,Rrbp1,ribosome binding protein 1,8.258484342,8.405510277,8.276355453,8.26407211,8.140072875,8.075363914,7.800640467,7.801106709,8.975802866,8.880179677,9.711346744,9.795116264
69178,Snx5,sorting nexin 5,7.01038252,6.838150619,6.380043493,6.266103599,6.675844953,6.862610461,6.844391272,6.604322797,6.894211833,6.681650072,6.291498609,6.522343763
74528,Mgme1,mitochondrial genome maintenance exonuclease 1,3.282802973,3.453566293,3.04946593,2.966810992,2.984867633,2.800007676,3.160953584,3.01509975,2.948810409,2.508605729,3.250796272,3.07828527
107586,Ovol2,ovo like zinc finger 2,0.976277463,1.070562621,0.648285231,-0.10738995,0.193768601,1.032567123,1.820109398,1.987734851,1.529585112,1.645541374,0.963219682,-0.635151789
228714,Kat14,lysine acetyltransferase 14,3.601113346,3.344925033,3.620437246,3.64630966,3.863417927,3.77357955,3.731387311,3.613055089,4.604494082,4.456138309,4.706536108,4.84153486
241688,Dzank1,double zinc ribbon and ankyrin repeat domains 1,1.189521502,0.905503375,0.578744298,0.233646968,1.029137899,0.171543536,-0.592489056,-1.244925906,-0.726754641,-1.883711694,-0.621742819,-2.400686535
70408,Polr3f,polymerase (RNA) III (DNA directed) polypeptide F,4.276336377,4.039359122,4.132195826,3.968713029,3.863417927,4.094052093,4.349074118,4.215816658,3.80144621,3.804061612,3.661481747,3.773240397
26450,Rbbp9,"retinoblastoma binding protein 9, serine hydrolase",3.701062933,3.649011815,4.076522228,4.462803091,4.899638115,4.977846548,2.402628723,2.193366946,1.867086011,1.47703565,2.324217342,1.991630888
27054,Sec23b,"SEC23 homolog B, COPII coat complex component",5.152571989,5.138009095,5.143528917,4.81544219,4.817112194,4.666664347,5.653898488,5.787615791,6.716495909,6.593126545,7.85565833,7.803150849
228715,Smim26,small integral membrane protein 26,1.522420714,1.55227116,1.875518916,1.932138414,2.25605288,2.331620752,2.134695518,2.024107241,2.443170361,2.533373634,3.129998128,3.190274706
66044,Dtd1,D-tyrosyl-tRNA deacylase 1,3.823210042,3.687657743,4.095319824,4.390860918,4.077849314,3.947002648,3.723578388,3.417279594,3.22226143,3.282565531,2.621711218,2.310808372
94249,Slc24a3,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",2.068987836,1.983505887,2.710569509,3.111563387,4.184901364,3.951296387,3.570922639,3.038995866,4.528186474,4.221006177,5.789643547,5.687836722
408057,BC039771,cDNA sequence BC039771,2.150451937,2.050933814,-0.146395861,0.908551594,0.136053103,0.338193406,1.337608931,0.52060884,-0.272188777,-1.095215799,-0.06534947,-0.635151789
74030,Rin2,Ras and Rab interactor 2,6.848496056,6.905275659,6.352961942,6.423471527,6.224814305,6.265486528,7.409185399,7.515694255,7.720022346,7.947883456,6.2844404,6.248210272
67877,Naa20,"N(alpha)-acetyltransferase 20, NatB catalytic subunit",4.070483632,3.700313044,4.089081133,3.906568508,3.344710499,3.570854163,4.232856541,4.081323795,4.120128645,4.106005333,4.386191363,4.36749779
66877,Crnkl1,crooked neck pre-mRNA splicing factor 1,5.01796084,4.643561506,4.86916142,4.927256193,5.125896488,5.121935771,5.01103705,4.870273843,4.989016731,4.968605002,4.573882693,4.837718204
241694,Ralgapa2,"Ral GTPase activating protein, alpha subunit 2 (catalytic)",4.009408056,4.110617805,3.558566416,3.64630966,3.850018187,3.466726776,4.341440793,4.287391053,4.06332229,4.130562437,3.394082149,3.32723392
228730,Kiz,kizuna centrosomal protein,4.265929154,4.65660782,3.848073033,4.031934009,4.602160787,4.563860959,4.479987606,4.379174989,3.64506233,4.138656119,3.533968324,3.166128619
24128,Xrn2,5'-3' exoribonuclease 2,6.699372039,6.494407254,6.72899305,6.512870612,6.053212034,6.043165945,6.642296017,6.470143773,6.843944402,6.873299427,5.955241625,5.889332312
20608,Sstr4,somatostatin receptor 4,-5.8439015,-5.723853245,-5.761105705,-4.014280546,-3.89369424,-3.121238213,-5.801942421,-5.888782096,-5.481642143,-5.343143313,1.519613031,1.816544181
21824,Thbd,thrombomodulin,5.662406081,6.542054764,3.829481345,4.719299763,3.245857112,3.436416942,3.638926746,4.353201054,2.642479169,2.918951533,6.481236359,6.800457197
17064,Cd93,CD93 antigen,4.674751656,5.760466179,4.19744701,4.813326801,3.858965161,4.054685529,2.725534585,3.453292572,1.902062149,1.987773566,1.665833771,1.467209929
56488,Nxt1,NTF2-related export protein 1,2.594890353,2.706599307,2.233247732,2.051808645,1.759747999,1.696385045,2.756478292,2.622970558,2.568206406,2.188238148,2.430345693,2.74499092
74533,Gzf1,GDNF-inducible zinc finger protein 1,3.794534414,3.43349369,3.45078259,3.420347682,4.152520315,3.942696093,3.303966087,3.00906336,3.680749186,3.73099815,5.339281214,5.458537627
17957,Napb,N-ethylmaleimide sensitive fusion protein attachment protein beta,1.074961737,1.195009992,0.261262108,0.128677408,1.235588777,0.896683695,0.387882138,0.711130746,0.29971757,-0.057741094,0.717059095,1.467209929
13010,Cst3,cystatin C,5.987801599,6.460712207,5.514436851,5.68673706,5.446897699,5.456945755,7.8802841,7.528411143,5.279077804,5.649086952,8.239344087,8.077274059
100503289,Gm14133,predicted gene 14133,-5.8439015,-3.40192515,-3.43917761,-3.277314951,-5.478656741,-5.443166308,0.175337502,0.797718431,-1.781202425,-1.642703594,-1.249774041,-1.915259708
104348,Zfp120,zinc finger protein 120,1.33600759,1.21866126,0.838807137,0.876490385,1.576625695,1.654865775,3.166724372,3.01509975,2.557276846,2.80151493,3.552889185,3.612775725
245174,Zfp937,zinc finger protein 937,-0.289312648,-0.29758849,-1.673642864,-0.955386856,-0.434262621,-0.233712942,1.436462318,1.188033501,-0.527445833,-1.255680471,0.845383192,0.032272872
69277,3300002I08Rik,RIKEN cDNA 3300002I08 gene,-0.88970519,-0.968965743,-0.716711586,-1.206925623,-1.778217023,-1.050848885,-0.516540202,-0.334193244,-2.674287221,-2.53578839,-0.316888237,-1.552689628
668923,Zfp442,zinc finger protein 442,0.178466313,0.342235945,-0.716711586,-0.645046736,0.302702973,0.665358149,1.253340014,0.852684891,-0.726754641,-1.095215799,0.148775335,0.769238467
71881,Apmap,adipocyte plasma membrane associated protein,5.335385605,5.46040225,5.38036285,5.483571291,5.4557713,5.125739847,5.941629768,5.8656879,6.155435514,6.192618065,6.980355594,6.939608676
68738,Acss1,acyl-CoA synthetase short-chain family member 1,0.30584562,0.651186186,1.785788755,0.939915765,0.354233273,0.86061444,4.323471049,4.898304229,6.241592158,6.15620432,7.543164108,7.539773894
12497,Entpd6,ectonucleoside triphosphate diphosphohydrolase 6,1.792723121,0.934358238,2.288742844,2.022808773,1.235588777,1.243334219,3.651328213,3.597047213,5.044857096,4.710782569,4.81239478,5.013787302
110078,Pygb,brain glycogen phosphorylase,6.617322128,6.130625589,7.470865434,7.856983009,7.945903243,7.909015089,5.579059688,5.713452806,6.946456269,7.097466354,6.606509998,6.561052538
76192,Abhd12,abhydrolase domain containing 12,4.749489623,4.72426306,4.332971981,4.55684003,4.760941789,4.772366692,5.620648013,5.512630783,5.701372858,5.549399504,5.20816642,5.278793565
69270,Gins1,GINS complex subunit 1 (Psf1 homolog),2.020284645,2.010856375,1.20467858,0.81014789,-0.434262621,-0.488969997,2.611685508,1.924999096,2.990033071,1.668083943,3.307602628,3.166128619
78177,Ninl,ninein-like,4.400462335,4.141880026,3.554043857,3.622344075,2.926484722,3.548355538,3.481145932,3.398930284,3.328929492,3.460987709,2.256578625,1.991630888
67311,Nanp,N-acetylneuraminic acid phosphatase,0.459879248,0.542933296,0.681837791,0.423124767,-0.349373724,-0.488969997,1.436462318,1.030081142,1.756762596,1.599371193,3.475669683,3.491704491
386649,Nsfl1c,NSFL1 (p97) cofactor (p47),5.334140829,5.061599223,5.358483916,5.207306576,5.016198844,5.051689277,5.254017813,5.326144092,5.740548995,5.641987061,5.106177636,5.143118641
14225,Fkbp1a,FK506 binding protein 1a,6.481685045,6.354631172,6.634160645,6.704252331,6.56812623,6.381394722,6.727244084,6.683207502,6.761829395,6.794168078,6.451296088,6.386563074
228765,Sdcbp2,syndecan binding protein (syntenin) 2,1.144783187,1.374178838,1.109259015,1.411984209,0.629867716,0.622922883,2.32217889,2.947268259,4.086313932,4.915422721,3.826069717,3.248928924
241727,Snph,syntaphilin,2.300756743,1.759962532,3.160735232,3.5681751,4.664726473,4.722996775,0.426876269,0.650376715,0.785144398,0.634136611,1.399318797,0.562787589
108832,Tmem74b,transmembrane protein 74B,0.264622957,0.057506468,0.578744298,1.519698026,0.452080597,-0.488969997,-1.554014908,-2.718857094,-2.674287221,-2.173218311,-3.124243159,-4.72261463
228769,Psmf1,"proteasome (prosome, macropain) inhibitor subunit 1",3.968275806,3.974851422,3.971909617,4.206500826,4.216571551,4.372216988,4.384171818,4.348427865,4.213586148,4.494484621,4.689538032,4.597057491
228770,Rspo4,R-spondin 4,-5.8439015,-5.723853245,-4.176143204,-5.599243046,-5.478656741,-5.443166308,-5.801942421,-5.888782096,-3.896679642,-3.021215218,0.500247706,0.032272872
73847,Fam110a,"family with sequence similarity 110, member A",6.136595136,6.20207202,6.92210825,6.918672347,5.409325392,5.482388132,6.928315414,7.05903745,7.825416325,8.096038265,7.473499051,7.636860419
69698,Slc52a3,"solute carrier protein family 52, member 3",1.487015378,1.868603792,0.505680836,-0.955386856,-0.349373724,-0.016901553,2.506396609,2.794212488,-0.352359126,0.846681246,2.97027444,3.31630436
76650,Srxn1,sulfiredoxin 1 homolog (S. cerevisiae),6.928206842,8.620650729,7.856476547,7.935424598,6.598492775,5.808907735,8.625697795,9.149236643,8.140066355,8.376994044,6.666376853,5.885640192
21407,Tcf15,transcription factor 15,-0.115981045,0.109036769,-0.475703486,0.015466798,-0.269203375,-0.085614303,2.14642481,1.642599365,2.266550706,1.132590118,1.173437389,1.254665294
12995,Csnk2a1,"casein kinase 2, alpha 1 polypeptide",4.915154439,4.675958714,5.146536099,5.043711177,5.18223053,5.181629148,5.180338183,5.110513291,5.096730548,5.185310798,5.054006707,5.040597737
67231,Tbc1d20,"TBC1 domain family, member 20",4.626757374,4.829776049,5.047054068,5.14306639,5.016198844,5.096961731,5.144232819,5.271719652,5.865425514,5.789356417,6.640075569,6.671312046
24105,Rbck1,RanBP-type and C3HC4-type zinc finger containing 1,5.825426505,5.852158629,6.122683098,6.259126554,5.992510393,6.064132816,6.154070657,6.149107989,6.32450466,6.19940495,6.081142837,6.146979213
228775,Trib3,tribbles pseudokinase 3,3.323516646,3.733527634,3.667254468,3.403571969,2.926484722,2.751590547,3.125835541,3.792456316,4.654067143,4.038399639,4.247896382,4.498972492
20667,Sox12,SRY (sex determining region Y)-box 12,3.077939437,2.894532257,3.598643855,3.310650038,2.934971188,2.846852539,3.172472168,3.323106199,3.07677857,2.61685862,2.209657577,2.534773213
67917,Zcchc3,"zinc finger, CCHC domain containing 3",3.596967668,3.250561345,3.302289376,2.780135321,2.309245819,2.370614883,3.540132247,3.518485669,3.581752938,3.297101624,2.790640227,2.678264807
228778,6820408C15Rik,RIKEN cDNA 6820408C15 gene,-2.673976498,-3.40192515,-1.368788282,-3.277314951,-3.89369424,-2.273241306,-0.074021967,0.133585717,-2.311717142,-1.883711694,-1.008765942,-0.815724034
14950,H13,histocompatibility 13,6.292769262,6.248049501,6.447433502,6.466509656,6.076411651,5.991983031,6.911229263,7.00243201,7.611280132,7.459171093,8.383386328,8.357703263
66405,Mcts2,malignant T cell amplified sequence 2,2.46443753,2.379434563,2.423769638,2.727186441,2.515696696,2.731759375,2.214865866,2.315789049,3.158602793,3.087309239,2.853036764,3.05217243
15901,Id1,inhibitor of DNA binding 1,5.078682903,4.798728286,2.652522224,3.04821538,2.228702391,2.617529624,4.470687364,3.955138956,1.831240812,1.733672285,1.221531678,1.90674199
84682,Cox4i2,cytochrome c oxidase subunit 4I2,-0.799507381,-0.109143401,-1.368788282,0.550504073,1.289527584,0.665358149,-1.71447958,-1.030801101,-3.159714048,-3.758180812,-2.387277565,-2.400686535
12048,Bcl2l1,BCL2-like 1,5.01018768,4.713898827,5.760985364,5.52552449,4.971523506,5.108541954,6.142403613,6.476720173,7.927350936,8.10665017,5.694871476,5.355536178
72119,Tpx2,"TPX2, microtubule-associated",3.787275556,3.828815852,4.04785847,3.854027588,1.887665474,1.032567123,3.861615683,4.210565715,4.237746678,3.659671703,5.572724367,4.996774191
228785,Mylk2,"myosin, light polypeptide kinase 2, skeletal muscle",-3.521973405,-3.40192515,-3.43917761,-3.277314951,-5.478656741,-5.443166308,1.068422298,1.188033501,-2.022210524,-2.173218311,-1.539280658,-2.400686535
14239,Foxs1,forkhead box S1,1.050916263,1.55227116,1.336926378,0.939915765,-0.269203375,-0.488969997,2.845516005,2.305974759,4.426750478,3.953772894,2.868223168,2.608302248
68559,Pdrg1,p53 and DNA damage regulated 1,4.000019551,3.981779142,4.191635542,4.187026581,3.845523806,4.070561288,5.243134631,5.373900047,5.152261266,5.022085537,4.85494383,4.718254538
228788,Ccm2l,cerebral cavernous malformation 2-like,1.144783187,1.677026191,-0.631822688,-0.389789681,-0.52446043,0.48757103,-1.047054919,-0.759499079,-2.674287221,-3.758180812,-3.124243159,-1.022174912
15162,Hck,hemopoietic cell kinase,-3.036546578,-3.40192515,-1.117249515,-0.955386856,-3.89369424,-3.858203807,0.992473445,1.209249987,2.732676978,2.684762684,1.123684354,1.005305825
99237,Tm9sf4,transmembrane 9 superfamily protein member 4,5.453588001,5.589596696,5.501576437,5.338130774,5.151610384,5.112381464,6.482592533,6.546627727,6.627862073,6.543696393,6.489853164,6.480121413
100504160,Gm20094,"predicted gene, 20094",-1.320339544,-1.475925732,-0.551652339,-1.511780205,-3.156728646,-1.355703467,-1.895051826,-1.133894594,-0.527445833,-0.58825581,0.335188459,0.486838736
241732,Tspyl3,TSPY-like 3,1.232914097,0.685537691,0.778053106,1.000669796,1.341522222,1.298300679,0.57309701,0.219742361,-1.08932472,-0.95082589,-2.387277565,-1.915259708
54711,Plagl2,pleiomorphic adenoma gene-like 2,4.151865651,4.072186364,2.804948333,2.709095984,2.242442448,2.344736252,4.867828467,4.734184849,3.639891374,3.499207031,3.543459773,3.603814857
140484,Pofut1,protein O-fucosyltransferase 1,5.022604712,4.980914994,4.798271386,4.844736496,4.739300957,4.72550581,4.921718523,4.870273843,4.528186474,4.291667738,4.702305328,4.569707003
16569,Kif3b,kinesin family member 3B,4.463299309,4.08511093,3.965112454,3.902594139,4.641581137,4.700216906,4.726511689,4.538530748,3.481253862,3.834276225,3.923789537,4.035608585
72326,2500004C02Rik,RIKEN cDNA 2500004C02 gene,0.531137931,0.542933296,0.681837791,0.704537702,0.964286755,1.186190312,-0.943961426,-0.334193244,0.010210953,-1.255680471,-0.06534947,0.634937375
228790,Asxl1,additional sex combs like 1,6.705642538,6.640555036,6.796597309,6.726343499,6.382817934,6.413648245,6.287839067,6.381221158,6.64667446,6.742661068,5.223009092,5.146207925
329540,Nol4l,nucleolar protein 4-like,5.316600248,5.018456191,5.637103556,5.358584515,5.799211805,5.886069434,4.646173884,4.713916769,5.170306468,5.109097928,5.073792549,5.130694926
99311,Commd7,COMM domain containing 7,3.772647344,3.573062962,3.79540035,3.862236401,4.377768788,4.37541587,4.444798177,4.143263631,4.682007533,4.753571842,4.59685603,4.641520025
13436,Dnmt3b,DNA methyltransferase 3B,3.892500431,3.502558948,3.748669299,3.165628544,2.666001502,2.731759375,3.113936958,3.253324962,4.399471818,4.110127321,2.927418961,3.359534412
13589,Mapre1,"microtubule-associated protein, RP/EB family, member 1",8.317309131,8.312749677,8.581455152,8.522209528,8.57144698,8.376114681,7.637498914,7.725582675,7.709879795,7.64749252,6.974227633,6.84676633
228801,Bpifb1,"BPI fold containing family B, member 1",-5.8439015,-3.40192515,-4.176143204,-4.014280546,-5.478656741,-5.443166308,1.186742265,-0.055892082,0.401000906,0.923643228,-3.124243159,-2.400686535
66971,Cdk5rap1,CDK5 regulatory subunit associated protein 1,1.607309612,1.374178838,1.831351332,1.676881359,2.021189146,2.236313792,2.192411016,2.071219836,2.154982477,1.451272554,2.185612103,2.018852357
